Country;Year;Satisfaction;Vote;Age;Education;Community;Post_Stratification_Weight
PL;2006;7;Other;23;Upper secondary education completed (ISCED 3);A big city;0,824205466
PL;2006;0;Other;39;Lower secondary education completed (ISCED 2);A big city;0,862230891
PL;2006;3;PiS;35;Upper secondary education completed (ISCED 3);Country village;1,184849455
PL;2006;10;Other;59;Upper secondary education completed (ISCED 3);A big city;0,712399553
PL;2006;3;PiS;30;Upper secondary education completed (ISCED 3);Country village;1,123576796
PL;2006;5;Other;20;Upper secondary education completed (ISCED 3);Town or small city;1,411439688
PL;2006;5;Other;66;Lower secondary education completed (ISCED 2);Farm or home in countryside;0,800827076
PL;2006;2;PiS;31;Upper secondary education completed (ISCED 3);Country village;1,180285668
PL;2008;7;Other;27;Tertiary education completed (ISCED 5-6);Country village;1,131998561
PL;2008;5;PiS;61;Upper secondary education completed (ISCED 3);Country village;1,112170079
PL;2008;5;Other;29;Upper secondary education completed (ISCED 3);A big city;0,842321289
PL;2008;5;Other;66;Tertiary education completed (ISCED 5-6);A big city;0,670590587
PL;2008;9;Other;34;Tertiary education completed (ISCED 5-6);A big city;0,848024008
PL;2008;1;Other;56;Upper secondary education completed (ISCED 3);Town or small city;0,904346584
PL;2008;6;Other;35;Lower secondary education completed (ISCED 2);Country village;1,252289606
PL;2008;9;Other;17;Lower secondary education completed (ISCED 2);Country village;1,181581687
PL;2008;6;Other;27;Upper secondary education completed (ISCED 3);A big city;0,777228408
PL;2008;4;Other;16;Lower secondary education completed (ISCED 2);A big city;0,77200177
PL;2008;5;Other;29;Tertiary education completed (ISCED 5-6);Town or small city;0,753205882
PL;2008;9;Other;26;Upper secondary education completed (ISCED 3);Country village;1,299078733
PL;2008;4;Other;58;Upper secondary education completed (ISCED 3);Country village;1,347295944
PL;2008;4;Other;34;Upper secondary education completed (ISCED 3);Town or small city;0,901526632
PL;2008;6;Other;50;Upper secondary education completed (ISCED 3);Country village;1,094633748
PL;2008;6;Other;22;Upper secondary education completed (ISCED 3);Town or small city;0,796929671
PL;2008;6;Other;51;Tertiary education completed (ISCED 5-6);Town or small city;0,887719598
PL;2008;0;Other;61;Lower secondary education completed (ISCED 2);Country village;1,192684753
PL;2008;6;Other;25;Upper secondary education completed (ISCED 3);Town or small city;0,913279214
PL;2008;3;Other;64;Lower secondary education completed (ISCED 2);Town or small city;1,016999847
PL;2008;8;Other;35;Tertiary education completed (ISCED 5-6);A big city;0,871924871
PL;2008;6;Other;22;Upper secondary education completed (ISCED 3);Town or small city;0,989211356
PL;2008;4;Other;32;Upper secondary education completed (ISCED 3);A big city;0,842321289
PL;2008;3;Other;19;Upper secondary education completed (ISCED 3);Town or small city;0,764753422
PL;2008;2;Other;19;Lower secondary education completed (ISCED 2);Town or small city;1,124544792
PL;2008;1;PiS;45;Upper secondary education completed (ISCED 3);A big city;0,800592367
PL;2008;6;Other;76;Lower secondary education completed (ISCED 2);A big city;1,018185529
PL;2008;7;Other;69;Tertiary education completed (ISCED 5-6);A big city;0,923801282
PL;2008;NA;Other;88;Lower secondary education completed (ISCED 2);Country village;0,923458951
PL;2008;1;Other;24;Upper secondary education completed (ISCED 3);Country village;0,892186056
PL;2008;3;Other;29;Tertiary education completed (ISCED 5-6);Town or small city;0,895464123
PL;2008;3;Other;20;Upper secondary education completed (ISCED 3);Country village;0,914425526
PL;2008;4;Other;82;Lower secondary education completed (ISCED 2);A big city;0,895091808
PL;2008;4;PiS;45;Tertiary education completed (ISCED 5-6);A big city;0,899733786
PL;2008;2;Other;53;Lower secondary education completed (ISCED 2);Town or small city;0,949211157
PL;2008;3;Other;54;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;1,145129114
PL;2008;6;Other;23;Upper secondary education completed (ISCED 3);Country village;0,898226371
PL;2008;6;Other;57;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,803465286
PL;2008;5;Other;55;Lower secondary education completed (ISCED 2);Country village;0,866495314
PL;2008;6;Other;41;Tertiary education completed (ISCED 5-6);A big city;1,013647687
PL;2008;5;Other;50;Upper secondary education completed (ISCED 3);Town or small city;0,904907756
PL;2008;6;Other;36;Lower secondary education completed (ISCED 2);Country village;1,350218316
PL;2008;5;Other;48;Upper secondary education completed (ISCED 3);Country village;1,039803235
PL;2008;3;Other;84;Lower secondary education completed (ISCED 2);Country village;0,866495314
PL;2008;3;PiS;77;Upper secondary education completed (ISCED 3);Town or small city;0,969941888
PL;2008;0;Other;46;Upper secondary education completed (ISCED 3);Town or small city;1,033813003
PL;2008;2;Other;49;Upper secondary education completed (ISCED 3);Town or small city;0,928207662
PL;2008;3;Other;80;Upper secondary education completed (ISCED 3);Town or small city;0,848527785
PL;2008;4;PiS;47;Tertiary education completed (ISCED 5-6);Town or small city;1,026166161
PL;2008;4;Other;34;Upper secondary education completed (ISCED 3);Country village;1,310482448
PL;2008;4;PiS;61;Tertiary education completed (ISCED 5-6);A big city;0,86310833
PL;2008;5;Other;60;Upper secondary education completed (ISCED 3);Town or small city;0,999926109
PL;2008;6;Other;84;Upper secondary education completed (ISCED 3);Town or small city;1,156135009
PL;2008;8;Other;55;Tertiary education completed (ISCED 5-6);A big city;0,899719041
PL;2008;NA;Other;16;Lower secondary education completed (ISCED 2);Town or small city;1,126787767
PL;2008;5;Other;74;Tertiary education completed (ISCED 5-6);A big city;0,812589721
PL;2008;0;PiS;60;Lower secondary education completed (ISCED 2);Country village;1,335571881
PL;2008;4;Other;57;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;1,058435178
PL;2008;3;Other;37;Upper secondary education completed (ISCED 3);Town or small city;1,325683314
PL;2008;7;PiS;38;Upper secondary education completed (ISCED 3);Town or small city;1,140113183
PL;2008;4;Other;37;Upper secondary education completed (ISCED 3);Town or small city;0,988363147
PL;2008;1;PiS;50;Tertiary education completed (ISCED 5-6);Town or small city;1,190263042
PL;2008;1;Other;19;Lower secondary education completed (ISCED 2);A big city;0,974901375
PL;2008;4;Other;27;Upper secondary education completed (ISCED 3);A big city;0,842321289
PL;2008;6;Other;54;Tertiary education completed (ISCED 5-6);Town or small city;1,06539068
PL;2008;6;Other;32;Tertiary education completed (ISCED 5-6);Town or small city;1,110482607
PL;2008;7;Other;16;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;0,982559193
PL;2008;6;Other;48;Upper secondary education completed (ISCED 3);Country village;1,07226928
PL;2008;5;Other;78;Lower secondary education completed (ISCED 2);Country village;1,19606849
PL;2008;3;PiS;66;Lower secondary education completed (ISCED 2);A big city;0,695248716
PL;2008;3;Other;23;Tertiary education completed (ISCED 5-6);Town or small city;0,888584989
PL;2008;3;Other;81;Upper secondary education completed (ISCED 3);A big city;0,917922508
PL;2008;2;Other;23;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;1,101951658
PL;2008;7;Other;20;Upper secondary education completed (ISCED 3);Country village;1,024719432
PL;2008;8;Other;70;Lower secondary education completed (ISCED 2);A big city;1,030161315
PL;2008;3;Other;52;Upper secondary education completed (ISCED 3);A big city;0,819285335
PL;2008;0;Other;72;Upper secondary education completed (ISCED 3);Town or small city;0,929649692
PL;2008;1;PiS;32;Upper secondary education completed (ISCED 3);Country village;0,914425526
PL;2008;6;PiS;21;Upper secondary education completed (ISCED 3);A big city;0,949487025
PL;2008;4;Other;81;Lower secondary education completed (ISCED 2);Country village;1,04289576
PL;2008;3;PiS;73;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;1,016999847
PL;2008;4;Other;20;Upper secondary education completed (ISCED 3);Country village;0,898226371
PL;2008;9;Other;29;Upper secondary education completed (ISCED 3);Country village;1,023380526
PL;2008;7;PiS;26;Upper secondary education completed (ISCED 3);A big city;0,833879206
PL;2008;4;Other;16;Lower secondary education completed (ISCED 2);A big city;0,842321289
PL;2008;0;PiS;59;Lower secondary education completed (ISCED 2);A big city;0,790067952
PL;2008;2;Other;23;NA;NA;0,802296913
PL;2008;3;Other;21;Upper secondary education completed (ISCED 3);Country village;1,131998561
PL;2008;3;Other;17;Lower secondary education completed (ISCED 2);Country village;0,892186056
PL;2008;NA;Other;81;Lower secondary education completed (ISCED 2);Country village;1,065450756
PL;2008;5;Other;32;Upper secondary education completed (ISCED 3);Country village;1,046092146
PL;2008;3;PiS;20;Upper secondary education completed (ISCED 3);Town or small city;0,94532824
PL;2008;NA;Other;58;Lower secondary education completed (ISCED 2);Town or small city;0,820737932
PL;2008;1;PiS;74;Lower secondary education completed (ISCED 2);Country village;0,991260542
PL;2008;5;PiS;29;Tertiary education completed (ISCED 5-6);A big city;0,968213238
PL;2008;4;Other;51;Tertiary education completed (ISCED 5-6);A big city;0,815600958
PL;2008;5;Other;39;Tertiary education completed (ISCED 5-6);Country village;1,07226928
PL;2008;6;Other;72;Tertiary education completed (ISCED 5-6);A big city;0,756338535
PL;2008;NA;Other;68;Lower secondary education completed (ISCED 2);Country village;1,04289576
PL;2008;7;Other;22;Upper secondary education completed (ISCED 3);Town or small city;0,914140942
PL;2008;3;Other;19;Upper secondary education completed (ISCED 3);A big city;0,797067276
PL;2008;6;Other;36;Tertiary education completed (ISCED 5-6);A big city;0,8050177
PL;2008;7;Other;23;Upper secondary education completed (ISCED 3);A big city;0,842321289
PL;2008;5;Other;34;Tertiary education completed (ISCED 5-6);A big city;0,842321289
PL;2008;2;Other;21;Upper secondary education completed (ISCED 3);Town or small city;1,103014929
PL;2008;5;PiS;22;Tertiary education completed (ISCED 5-6);A big city;0,955915282
PL;2008;1;Other;78;Lower secondary education completed (ISCED 2);Country village;1,082759756
PL;2008;NA;PiS;52;Upper secondary education completed (ISCED 3);A big city;0,792136398
PL;2008;7;Other;47;Tertiary education completed (ISCED 5-6);A big city;1,10658497
PL;2008;6;PiS;61;Lower secondary education completed (ISCED 2);Country village;1,082759756
PL;2008;8;Other;27;Upper secondary education completed (ISCED 3);Country village;1,074506489
PL;2008;6;Other;28;Upper secondary education completed (ISCED 3);Country village;1,007578142
PL;2008;4;PiS;72;Lower secondary education completed (ISCED 2);Country village;1,222708638
PL;2008;3;PiS;79;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;0,708926499
PL;2008;3;Other;62;Upper secondary education completed (ISCED 3);Country village;1,222708638
PL;2008;3;Other;52;Lower secondary education completed (ISCED 2);Country village;1,219864348
PL;2008;5;Other;28;Upper secondary education completed (ISCED 3);A big city;0,842321289
PL;2008;7;Other;53;Lower secondary education completed (ISCED 2);A big city;1,089054765
PL;2008;3;PiS;57;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;1,138447933
PL;2008;4;PiS;28;Upper secondary education completed (ISCED 3);Country village;1,124386194
PL;2008;4;PiS;19;Upper secondary education completed (ISCED 3);Country village;0,898226371
PL;2008;5;Other;63;Lower secondary education completed (ISCED 2);Country village;0,923458951
PL;2008;3;Other;63;Lower secondary education completed (ISCED 2);Town or small city;0,819316668
PL;2008;3;Other;53;Lower secondary education completed (ISCED 2);Town or small city;0,941474959
PL;2008;3;Other;62;Lower secondary education completed (ISCED 2);Country village;1,214774159
PL;2008;7;PiS;72;Upper secondary education completed (ISCED 3);Country village;1,112118994
PL;2008;4;Other;36;Upper secondary education completed (ISCED 3);Country village;1,094633748
PL;2008;8;Other;33;Post-secondary non-tertiary education completed (ISCED 4);Country village;1,03165703
PL;2008;5;PiS;82;NA;NA;1,002652188
PL;2008;0;Other;42;Upper secondary education completed (ISCED 3);Town or small city;0,88166828
PL;2008;5;Other;84;Lower secondary education completed (ISCED 2);Suburbs or outskirts of big city;0,810398173
PL;2008;7;Other;25;Tertiary education completed (ISCED 5-6);A big city;0,704550884
PL;2008;4;Other;33;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;1,094541348
PL;2008;4;Other;21;Upper secondary education completed (ISCED 3);Town or small city;0,94532824
PL;2008;4;Other;18;Lower secondary education completed (ISCED 2);Country village;1,04459093
PL;2008;5;PiS;34;Upper secondary education completed (ISCED 3);Country village;1,046092146
PL;2008;4;Other;50;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;1,207828837
PL;2008;2;PiS;67;Lower secondary education completed (ISCED 2);Country village;1,112170079
PL;2008;7;PiS;47;Upper secondary education completed (ISCED 3);A big city;0,882260448
PL;2008;5;Other;34;Upper secondary education completed (ISCED 3);Country village;1,173635888
PL;2008;8;Other;31;Tertiary education completed (ISCED 5-6);Town or small city;0,748140788
PL;2008;4;PiS;30;Upper secondary education completed (ISCED 3);Country village;1,131998561
PL;2008;6;Other;52;Upper secondary education completed (ISCED 3);A big city;0,839525735
PL;2008;5;Other;23;Upper secondary education completed (ISCED 3);A big city;0,652267379
PL;2008;5;PiS;82;Lower secondary education completed (ISCED 2);Country village;1,222708638
PL;2008;4;Other;23;Upper secondary education completed (ISCED 3);A big city;0,975255733
PL;2008;4;PiS;66;Lower secondary education completed (ISCED 2);Country village;1,065450756
PL;2008;2;PiS;44;Upper secondary education completed (ISCED 3);Country village;1,350218316
PL;2008;5;Other;80;Upper secondary education completed (ISCED 3);A big city;0,726047478
PL;2008;7;PiS;37;Upper secondary education completed (ISCED 3);Country village;0,933585985
PL;2008;5;Other;78;Lower secondary education completed (ISCED 2);Town or small city;0,892936992
PL;2008;6;Other;15;Lower secondary education completed (ISCED 2);Town or small city;0,777547782
PL;2008;3;Other;49;Upper secondary education completed (ISCED 3);Country village;1,51703839
PL;2008;3;Other;32;Upper secondary education completed (ISCED 3);Town or small city;0,927234861
PL;2008;2;Other;30;Upper secondary education completed (ISCED 3);A big city;0,949487025
PL;2008;3;Other;52;Upper secondary education completed (ISCED 3);Country village;1,06572235
PL;2008;6;Other;42;Upper secondary education completed (ISCED 3);Town or small city;0,794796732
PL;2008;5;Other;20;Upper secondary education completed (ISCED 3);Town or small city;0,841814486
PL;2008;3;Other;55;Lower secondary education completed (ISCED 2);A big city;0,636496337
PL;2008;4;Other;23;Upper secondary education completed (ISCED 3);A big city;0,699812981
PL;2008;4;Other;73;Lower secondary education completed (ISCED 2);Town or small city;0,751381017
PL;2008;4;Other;43;Upper secondary education completed (ISCED 3);Farm or home in countryside;1,174287588
PL;2008;5;Other;42;Upper secondary education completed (ISCED 3);A big city;0,919038661
PL;2008;6;Other;78;Lower secondary education completed (ISCED 2);Town or small city;0,959736287
PL;2008;1;Other;51;Upper secondary education completed (ISCED 3);A big city;1,136204268
PL;2008;4;PiS;50;Upper secondary education completed (ISCED 3);A big city;0,782841363
PL;2008;5;Other;56;Lower secondary education completed (ISCED 2);Country village;1,082759756
PL;2008;6;Other;25;Upper secondary education completed (ISCED 3);Town or small city;0,843745005
PL;2008;5;Other;54;Upper secondary education completed (ISCED 3);A big city;0,792136398
PL;2008;7;Other;59;Lower secondary education completed (ISCED 2);Country village;1,163798167
PL;2008;0;Other;59;Upper secondary education completed (ISCED 3);Country village;1,306472691
PL;2008;7;Other;36;Lower secondary education completed (ISCED 2);A big city;1,020139526
PL;2008;4;Other;46;Upper secondary education completed (ISCED 3);Town or small city;1,06539068
PL;2008;1;PiS;57;Upper secondary education completed (ISCED 3);Country village;0,923458951
PL;2008;3;Other;51;Lower secondary education completed (ISCED 2);Country village;1,320800011
PL;2008;4;Other;42;Upper secondary education completed (ISCED 3);Town or small city;1,057206136
PL;2008;3;Other;39;Upper secondary education completed (ISCED 3);Country village;0,933585985
PL;2008;5;Other;17;Lower secondary education completed (ISCED 2);Town or small city;0,893051753
PL;2008;3;Other;48;Upper secondary education completed (ISCED 3);A big city;0,981688064
PL;2008;7;PiS;45;Lower secondary education completed (ISCED 2);Country village;1,252289606
PL;2008;7;Other;18;Lower secondary education completed (ISCED 2);Town or small city;0,784926552
PL;2008;6;Other;53;Upper secondary education completed (ISCED 3);Town or small city;1,057206136
PL;2008;NA;Other;69;Upper secondary education completed (ISCED 3);A big city;0,812589721
PL;2008;NA;Other;25;Tertiary education completed (ISCED 5-6);Town or small city;1,101951658
PL;2008;10;Other;60;Lower secondary education completed (ISCED 2);Country village;1,065450756
PL;2008;5;PiS;66;Lower secondary education completed (ISCED 2);Town or small city;0,926851921
PL;2008;3;PiS;34;Upper secondary education completed (ISCED 3);A big city;0,842321289
PL;2008;6;Other;42;Upper secondary education completed (ISCED 3);Town or small city;1,043623677
PL;2008;5;PiS;52;Lower secondary education completed (ISCED 2);Town or small city;1,154197908
PL;2008;6;Other;59;Tertiary education completed (ISCED 5-6);Country village;1,335571881
PL;2008;NA;Other;85;Less than lower secondary education (ISCED 0-1);Suburbs or outskirts of big city;0,849556133
PL;2008;6;Other;59;Upper secondary education completed (ISCED 3);Country village;1,065450756
PL;2008;NA;Other;67;Lower secondary education completed (ISCED 2);A big city;0,86310833
PL;2008;7;Other;21;Upper secondary education completed (ISCED 3);A big city;0,981501694
PL;2008;5;Other;57;Upper secondary education completed (ISCED 3);Town or small city;0,911347739
PL;2008;7;Other;71;Tertiary education completed (ISCED 5-6);A big city;0,816206807
PL;2008;3;Other;51;Upper secondary education completed (ISCED 3);Town or small city;1,195287376
PL;2008;3;Other;24;Tertiary education completed (ISCED 5-6);A big city;0,955915282
PL;2008;3;PiS;56;Lower secondary education completed (ISCED 2);Town or small city;0,911347739
PL;2008;5;PiS;67;Upper secondary education completed (ISCED 3);Town or small city;0,834333792
PL;2008;6;Other;77;Lower secondary education completed (ISCED 2);Town or small city;0,93891463
PL;2008;0;Other;63;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;0,921511725
PL;2008;6;Other;86;Lower secondary education completed (ISCED 2);Farm or home in countryside;1,163798167
PL;2008;NA;Other;46;Lower secondary education completed (ISCED 2);Country village;1,176560859
PL;2008;2;Other;36;Upper secondary education completed (ISCED 3);A big city;0,792136398
PL;2008;2;Other;19;Lower secondary education completed (ISCED 2);Country village;1,131998561
PL;2008;6;Other;37;Post-secondary non-tertiary education completed (ISCED 4);Country village;1,320800011
PL;2008;2;PiS;67;Lower secondary education completed (ISCED 2);Town or small city;0,843638865
PL;2008;2;Other;58;NA;NA;0,96437348
PL;2008;6;Other;24;Tertiary education completed (ISCED 5-6);A big city;0,802296913
PL;2008;0;Other;64;Upper secondary education completed (ISCED 3);A big city;1,066685162
PL;2008;3;PiS;53;Upper secondary education completed (ISCED 3);Country village;1,184683968
PL;2008;NA;Other;24;Tertiary education completed (ISCED 5-6);Town or small city;0,887046235
PL;2008;4;Other;51;Upper secondary education completed (ISCED 3);Country village;1,466910182
PL;2008;2;Other;37;Upper secondary education completed (ISCED 3);Town or small city;1,073187219
PL;2008;1;Other;40;Lower secondary education completed (ISCED 2);Town or small city;0,900103498
PL;2008;4;Other;60;Upper secondary education completed (ISCED 3);A big city;0,791907977
PL;2008;3;PiS;62;Tertiary education completed (ISCED 5-6);Town or small city;0,999926109
PL;2008;8;Other;77;Less than lower secondary education (ISCED 0-1);A big city;0,967199694
PL;2008;7;Other;68;Lower secondary education completed (ISCED 2);Country village;0,991260542
PL;2008;6;Other;19;Lower secondary education completed (ISCED 2);Town or small city;0,753205882
PL;2008;6;Other;22;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,757157322
PL;2008;5;Other;27;Upper secondary education completed (ISCED 3);A big city;0,842321289
PL;2008;2;PiS;55;Upper secondary education completed (ISCED 3);Country village;1,018185529
PL;2008;3;PiS;71;Lower secondary education completed (ISCED 2);Country village;0,84542154
PL;2008;4;Other;37;Upper secondary education completed (ISCED 3);Country village;1,094633748
PL;2008;2;PiS;49;Upper secondary education completed (ISCED 3);A big city;0,981688064
PL;2008;4;Other;65;Upper secondary education completed (ISCED 3);A big city;0,750209374
PL;2008;3;Other;52;Tertiary education completed (ISCED 5-6);A big city;0,881407353
PL;2008;6;PiS;20;Upper secondary education completed (ISCED 3);Country village;1,173635888
PL;2008;6;Other;23;Upper secondary education completed (ISCED 3);Country village;0,848024008
PL;2008;0;Other;59;Upper secondary education completed (ISCED 3);Town or small city;0,848527785
PL;2008;4;Other;48;Lower secondary education completed (ISCED 2);Country village;1,184683968
PL;2008;5;Other;22;Upper secondary education completed (ISCED 3);Country village;1,03165703
PL;2008;2;Other;26;Tertiary education completed (ISCED 5-6);A big city;0,802296913
PL;2008;4;PiS;20;Upper secondary education completed (ISCED 3);Town or small city;1,101951658
PL;2008;4;Other;21;Upper secondary education completed (ISCED 3);A big city;0,797067276
PL;2008;6;PiS;45;Upper secondary education completed (ISCED 3);Town or small city;0,891286158
PL;2008;6;PiS;20;Upper secondary education completed (ISCED 3);A big city;0,777228408
PL;2008;6;Other;34;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;0,883620818
PL;2008;1;Other;71;Upper secondary education completed (ISCED 3);A big city;0,717329935
PL;2008;4;Other;54;Upper secondary education completed (ISCED 3);Country village;1,176560859
PL;2008;3;Other;60;Tertiary education completed (ISCED 5-6);Town or small city;1,007439452
PL;2008;3;Other;60;Lower secondary education completed (ISCED 2);Town or small city;1,032445065
PL;2008;2;PiS;23;Upper secondary education completed (ISCED 3);A big city;0,774527616
PL;2008;7;Other;31;Upper secondary education completed (ISCED 3);Town or small city;0,933512465
PL;2008;5;Other;15;Lower secondary education completed (ISCED 2);Town or small city;1,030524232
PL;2008;3;Other;21;Upper secondary education completed (ISCED 3);A big city;0,761372183
PL;2008;4;Other;35;Upper secondary education completed (ISCED 3);A big city;0,993545879
PL;2008;5;Other;19;Upper secondary education completed (ISCED 3);Town or small city;1,046647862
PL;2008;5;PiS;68;Lower secondary education completed (ISCED 2);Town or small city;1,158140549
PL;2008;6;Other;54;Upper secondary education completed (ISCED 3);Country village;1,51703839
PL;2008;3;Other;56;Upper secondary education completed (ISCED 3);Town or small city;0,893961051
PL;2008;7;PiS;57;Lower secondary education completed (ISCED 2);Country village;0,923458951
PL;2008;3;Other;78;Less than lower secondary education (ISCED 0-1);Country village;1,335571881
PL;2008;5;Other;38;Upper secondary education completed (ISCED 3);Town or small city;0,921341956
PL;2008;5;Other;74;Upper secondary education completed (ISCED 3);Town or small city;0,833807776
PL;2008;3;Other;24;Post-secondary non-tertiary education completed (ISCED 4);Country village;1,081781159
PL;2008;5;Other;18;Lower secondary education completed (ISCED 2);Town or small city;0,975010977
PL;2008;4;Other;17;Lower secondary education completed (ISCED 2);A big city;0,671704149
PL;2008;5;Other;24;Tertiary education completed (ISCED 5-6);Town or small city;0,975010977
PL;2008;3;Other;68;Lower secondary education completed (ISCED 2);A big city;0,695248716
PL;2008;0;Other;26;Post-secondary non-tertiary education completed (ISCED 4);Country village;1,2903428
PL;2008;5;Other;40;Tertiary education completed (ISCED 5-6);A big city;0,881407353
PL;2008;1;Other;26;Tertiary education completed (ISCED 5-6);Country village;0,892186056
PL;2008;7;Other;22;Tertiary education completed (ISCED 5-6);A big city;1,124386194
PL;2008;3;Other;45;Upper secondary education completed (ISCED 3);Country village;1,176560859
PL;2008;6;Other;22;Upper secondary education completed (ISCED 3);Country village;1,267179564
PL;2008;2;Other;67;Upper secondary education completed (ISCED 3);A big city;0,695248716
PL;2008;6;Other;21;Upper secondary education completed (ISCED 3);Country village;1,053174443
PL;2008;6;Other;46;Upper secondary education completed (ISCED 3);A big city;1,136204268
PL;2008;4;Other;20;Upper secondary education completed (ISCED 3);Country village;1,180412602
PL;2008;8;PiS;30;Upper secondary education completed (ISCED 3);Country village;1,131998561
PL;2008;NA;PiS;75;Less than lower secondary education (ISCED 0-1);Town or small city;1,007439452
PL;2008;6;Other;43;Tertiary education completed (ISCED 5-6);Town or small city;0,98718742
PL;2008;5;Other;78;Upper secondary education completed (ISCED 3);Country village;1,083372905
PL;2008;2;PiS;76;Tertiary education completed (ISCED 5-6);Town or small city;0,865462369
PL;2008;1;Other;23;Upper secondary education completed (ISCED 3);Country village;0,914425526
PL;2008;6;PiS;30;Upper secondary education completed (ISCED 3);Country village;1,124386194
PL;2008;5;Other;44;Upper secondary education completed (ISCED 3);Town or small city;0,963661406
PL;2008;3;Other;55;Tertiary education completed (ISCED 5-6);Town or small city;0,91941622
PL;2008;4;Other;28;Tertiary education completed (ISCED 5-6);A big city;0,981501694
PL;2008;4;Other;74;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;0,977641921
PL;2008;7;Other;25;Upper secondary education completed (ISCED 3);A big city;0,652267379
PL;2008;5;Other;27;Tertiary education completed (ISCED 5-6);Town or small city;0,912194525
PL;2008;2;Other;36;Upper secondary education completed (ISCED 3);Country village;1,094633748
PL;2008;3;PiS;64;Lower secondary education completed (ISCED 2);A big city;0,812589721
PL;2008;2;Other;69;Upper secondary education completed (ISCED 3);A big city;0,871846326
PL;2008;6;Other;58;Post-secondary non-tertiary education completed (ISCED 4);A big city;0,871846326
PL;2008;5;PiS;79;Less than lower secondary education (ISCED 0-1);Country village;0,923458951
PL;2008;4;PiS;47;Tertiary education completed (ISCED 5-6);A big city;0,800592367
PL;2008;6;Other;61;Less than lower secondary education (ISCED 0-1);Town or small city;1,167106494
PL;2008;3;Other;42;Tertiary education completed (ISCED 5-6);Town or small city;1,269827735
PL;2008;1;PiS;26;Tertiary education completed (ISCED 5-6);Town or small city;0,802296913
PL;2008;7;Other;32;Tertiary education completed (ISCED 5-6);Town or small city;1,021821703
PL;2008;6;Other;23;Upper secondary education completed (ISCED 3);Country village;1,180412602
PL;2008;6;Other;67;Lower secondary education completed (ISCED 2);Country village;1,060637886
PL;2008;7;Other;44;Upper secondary education completed (ISCED 3);Suburbs or outskirts of big city;0,981688064
PL;2008;5;Other;50;Upper secondary education completed (ISCED 3);Town or small city;0,948104009
PL;2008;5;Other;24;Tertiary education completed (ISCED 5-6);Country village;1,262229052
PL;2008;1;Other;59;Lower secondary education completed (ISCED 2);Town or small city;0,937819492
PL;2008;3;PiS;45;Upper secondary education completed (ISCED 3);Country village;1,07226928
PL;2008;8;Other;40;Tertiary education completed (ISCED 5-6);Town or small city;1,027298164
PL;2008;2;Other;60;Tertiary education completed (ISCED 5-6);Town or small city;0,895025747
PL;2008;5;Other;54;Upper secondary education completed (ISCED 3);Country village;1,07226928
PL;2008;1;PiS;47;Upper secondary education completed (ISCED 3);Country village;1,310422187
PL;2008;5;Other;19;Lower secondary education completed (ISCED 2);A big city;0,848024008
PL;2008;5;Other;51;Tertiary education completed (ISCED 5-6);A big city;0,912498212
PL;2008;4;Other;45;Upper secondary education completed (ISCED 3);Country village;1,471071918
PL;2008;6;Other;78;Upper secondary education completed (ISCED 3);Town or small city;0,819316668
PL;2008;4;Other;27;Upper secondary education completed (ISCED 3);Farm or home in countryside;1,270774648
PL;2008;4;PiS;67;Upper secondary education completed (ISCED 3);Country village;0,991260542
PL;2008;5;Other;19;Upper secondary education completed (ISCED 3);Country village;1,131998561
PL;2008;3;Other;26;Tertiary education completed (ISCED 5-6);Country village;1,01439969
PL;2008;4;Other;30;Upper secondary education completed (ISCED 3);Country village;1,180412602
PL;2008;3;PiS;42;Upper secondary education completed (ISCED 3);Town or small city;1,085205891
PL;2008;5;Other;20;Upper secondary education completed (ISCED 3);A big city;0,73688198
PL;2008;5;Other;45;Upper secondary education completed (ISCED 3);A big city;0,922699621
PL;2008;4;Other;61;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;1,117609417
PL;2008;NA;Other;80;Upper secondary education completed (ISCED 3);Town or small city;0,723302821
PL;2008;4;PiS;48;Upper secondary education completed (ISCED 3);A big city;1,020139526
PL;2008;8;Other;58;Upper secondary education completed (ISCED 3);Country village;1,335571881
PL;2008;5;Other;34;Upper secondary education completed (ISCED 3);Town or small city;0,920329897
PL;2008;5;Other;18;Lower secondary education completed (ISCED 2);A big city;0,848024008
PL;2008;5;Other;30;Upper secondary education completed (ISCED 3);Country village;1,2903428
PL;2008;5;Other;32;Post-secondary non-tertiary education completed (ISCED 4);Town or small city;0,788566
PL;2008;4;Other;57;Lower secondary education completed (ISCED 2);Country village;1,052128882
